owner,cablesystem,region,SHAPE__Length,shortname,objectid,SHAPE__Area,status
,,West Coast,3096.41344003428,,1662,354900.021176465,
,,East Coast,2403.0713955084,,1663,308307.12370106,
,,East Coast,14000.1650739481,,1664,2209416.43561271,
,,East Coast,3647.564674369,,1665,113304.709586325,
,,East Coast,2888.99866327291,,1666,87963.042057995,
,,East Coast,1881.06217301942,,1667,187642.5349171,
,,East Coast,1361.09748011648,,1668,95057.901926765,
,,East Coast,2514.52457306086,,1669,199433.12293677,
,,East Coast,923.17713863881,,1670,18434.32593698,
,,East Coast,5168.05760290709,,1671,996215.747995645,
,,East Coast,2183.2721636738,,1672,116734.13524448,
,,East Coast,18741.3861959499,,1673,1765119.69345625,
,,East Coast,1767.59121790692,,1674,80717.118146715,
,,East Coast,4406.30234243521,,1675,172758.76126833,
,,West Coast,2424.19417433329,,1676,152238.603044425,
,,West Coast,6164.51425598758,,1677,373331.5499271,
,,West Coast,5506.30382229615,,1678,394196.839990365,
,,West Coast,2945.90706417574,,1679,262127.71240453,
,,West Coast,4618.05937840489,,1680,711775.55138921,
,,West Coast,2169.28148835505,,1681,275284.75453397,
,,West Coast,4679.54939808836,,1682,804548.622951265,Abandoned
,,West Coast,3420.69818100173,,1683,233454.00383825,
,,West Coast,2156.48497218934,,1684,170570.56692156,
,,West Coast,2307.10638696421,,1685,107378.107011085,
,,West Coast,3852.25087811908,,1686,316131.78491728,
,,West Coast,3592.58429698185,,1687,528389.12104109,
,,West Coast,1485.00852994599,,1688,97952.467229115,
,,East Coast,2996.2050168085,,1689,289519.44615027,
,,East Coast,1836.94901238034,,1690,95433.90406188,
,,East Coast,1389.91287384276,,1691,93602.057005675,
,,East Coast,2721.25227442806,,1692,143014.908090145,
,,East Coast,1932.19861682241,,1693,139284.045876085,
,,East Coast,1828.88986463088,,1694,141859.823425445,
,,East Coast,8437.66981085487,,1695,1005243.64722476,
,,East Coast,4451.82672342185,,1696,394454.858336425,
,,East Coast,3218.42125903694,,1697,395830.517559515,
,,East Coast,3667.30572274898,,1698,343029.165274495,
,,East Coast,1000.04340332667,,1699,52761.95668991,
,,East Coast,2531.51201237796,,1700,344154.77296827,
,,East Coast,1309.49286396951,,1701,60552.92250536,
,,East Coast,1254.76440910156,,1702,35982.599519115,
,,East Coast,613.635212664681,,1703,8668.866473995,
,,East Coast,3488.71989227898,,1704,266713.46004504,
,,East Coast,4859.73426973805,,1705,697300.9026022,
,,East Coast,108.070462285162,,1706,666.356195675,
,,East Coast,5408.46940472951,,1707,533984.023034535,
,,East Coast,3384.72154099085,,1708,351009.64015752,
,,East Coast,1947.6093645685,,1709,75386.9611778,
,,East Coast,758.204937968782,,1710,17802.071082365,
,,East Coast,5303.75368392285,,1711,1012860.71412133,
,,West Coast,2189.18627991929,,1712,184526.03386373,
,,West Coast,503.717149033956,,1713,8639.718898135,
,,West Coast,1526.09678823562,,1714,67703.557257515,
,,West Coast,404.873879382976,,1715,2610.836657395,
,,West Coast,1556.03195701695,,1716,105185.025822335,
,,East Coast,119.425961378322,,1717,496.430979365,
,,East Coast,575.190444257487,,1718,19032.95187966,
,,East Coast,3671.02231231683,,1719,311738.467506645,
,,East Coast,1166.37843696782,,1720,40956.0266777,
,,East Coast,7580.77228772964,,1721,1298763.32452655,
,,East Coast,1842.54126656748,,1722,53517.523307505,
,,East Coast,1473.928613565,,1723,69360.36034521,
,,East Coast,5098.98763397575,,1724,676332.56153857,
,,East Coast,1482.84051279034,,1725,95207.48197964,
,,East Coast,4453.00187512717,,1726,617293.653382585,
,,East Coast,1903.02144443096,,1727,131628.387760425,
,,East Coast,1732.33825167687,,1728,182051.60161239,
,,East Coast,5056.10201180304,,1729,1016228.3930967,
,,East Coast,2958.98000086751,,1730,392050.750250965,
,,East Coast,2462.31487898478,,1731,240316.77971687,
,,East Coast,951.198824057151,,1732,44638.186115705,
,,East Coast,1013.38422659796,,1733,38925.88347816,
,,East Coast,1235.28269850459,,1734,52270.60070624,
,,East Coast,2519.20334194209,,1735,120397.534122885,
,,East Coast,2387.89536656402,,1736,123872.897034865,
,,East Coast,1545.05633706888,,1737,55597.131472365,
,,East Coast,89.7908134415407,,1738,328.386029115,
,,East Coast,24466.690516772,,1739,3788673.05838599,
,,East Coast,4064.07471743975,,1740,212456.6437864,
,,East Coast,950.793469728378,,1741,30571.284299515,
,,East Coast,4374.29053505297,,1742,595567.774496245,
,,East Coast,3458.05390613869,,1743,222982.183624585,
,,East Coast,16658.2860939349,,1744,2287247.61206316,
,,East Coast,2683.69281506636,,1745,215312.817857595,
,,East Coast,4582.18278278738,,1746,541375.11588106,
,,East Coast,4108.72580980497,,1747,446949.504485755,
,,East Coast,4436.18375938883,,1748,971660.21856302,
,,East Coast,4004.57450696065,,1749,201108.491211355,
,,East Coast,895.927228419777,,1750,20204.0594358,
,,East Coast,56.9990173078164,,1751,86.298651765,
,,East Coast,3004.38130681662,,1752,212129.08035998,
,,East Coast,4239.96666239027,,1753,112375.88796214,
,,East Coast,1233.62871287373,,1754,76537.60828787,
,,East Coast,3866.74603377478,,1755,103194.08077802,
,,East Coast,1214.35749471014,,1756,29217.144536575,
,,East Coast,1641.39389458799,,1757,91162.505492855,
,,Gulf of America,14328.9231005645,,1758,2676813.36680479,
,,Gulf of America,26615.0003851435,,1759,4288294.47573369,
,,Gulf of America,480.399636982601,,1760,10927.333967395,
,,Gulf of America,1986.96113943894,,1761,75558.233410765,
,,Gulf of America,1091.06065744946,,1762,68954.87809779,
,,East Coast,2575.71257300939,,1763,286518.254133945,
,,East Coast,6116.86427463881,,1764,1319662.44024313,
,,East Coast,1565.027945651,,1765,47194.713372935,
,,East Coast,4603.03327800822,,1766,660757.362674345,
,,East Coast,2751.81101584387,,1767,136472.0009691,
,,East Coast,14268.5361354597,,1768,2456427.79380774,
,,East Coast,2540.04551073882,,1769,295576.664386515,
,,East Coast,3476.69497452576,,1770,218911.48047661,
,,East Coast,2707.30748541781,,1771,281654.33852343,
,,East Coast,6098.36115972011,,1772,1034988.41186333,
,,East Coast,5264.83482565298,,1773,672920.54801827,
,,East Coast,1647.25179941465,,1774,158271.39960472,
,,East Coast,5429.41256352217,,1775,459100.17147348,
,,East Coast,9770.11224675477,,1776,483499.083894375,
,,East Coast,4975.28226879994,,1777,535823.68636264,
,,East Coast,12361.6760276737,35 kV,1778,2168039.18966415,In Service
,,East Coast,12891.5007510445,,1779,2345187.96556631,
,,East Coast,3053.46862591435,,1780,175227.726001945,
,,East Coast,1448.47082322719,,1781,115377.724489965,
,,East Coast,1618.59080786583,,1782,66591.03479478,
,,Gulf of America,8880.81656287165,,1783,1014993.34474762,
,,Gulf of America,1344.35309493931,,1784,78885.587753245,
,,Gulf of America,8001.95645391326,,1785,752482.574382025,
,,Gulf of America,5811.42663827713,,1786,319972.1003458,
,,Gulf of America,2622.84490650519,,1787,258715.235729515,
,,Gulf of America,7426.22963522221,,1788,1059993.32669854,
,Power Transmission Cable,East Coast,3287.00090802937,,1789,162470.50511353,
,,East Coast,8133.28973404431,,1790,763960.650423575,
,,East Coast,3246.53139487629,,1791,169278.197212415,
,,East Coast,2348.92687129945,,1792,154971.878857715,
,,East Coast,3278.49924630504,,1793,469299.970720595,
,,East Coast,8504.45169339173,,1794,1579984.74865655,
,,East Coast,2219.09364856988,,1795,251233.632247595,
,,East Coast,21985.7403916293,,1796,7624164.32077693,
,,East Coast,689.686119680659,,1797,19391.760048875,
,,East Coast,501.027395209043,,1798,8788.877253985,
,,East Coast,520.468029954292,,1799,11771.134973905,
,,East Coast,18646.1804815866,,1800,3276690.62770077,
,,East Coast,735.567681828581,,1801,30121.473001855,
,,East Coast,13005.3624338676,,1802,2014943.61219569,
,,East Coast,8483.65535999175,,1803,1236528.04032764,
,,East Coast,85172.3244683368,,1804,17075419.899922,
,,East Coast,13649.9369868197,,1805,2059973.52291311,
,,East Coast,176.361076673388,,1806,661.536077985,
,,East Coast,3082.40918695588,,1807,205913.772830935,
,,East Coast,171.212243714109,,1808,1130.03099746,
,,East Coast,2023.00986280704,,1809,200455.17718652,
,,East Coast,2295.34509317117,,1810,174426.276055905,
,,East Coast,1804.04060310318,,1811,99049.97761152,
,,Gulf of America,1489.67498684985,,1812,58508.556282485,
,,Gulf of America,1089.31432414376,,1813,45327.723721205,
,,Gulf of America,15716.3607539691,,1814,2474803.55528313,
,,Gulf of America,9328.24698660048,,1815,1453560.0684963,
,,Gulf of America,2400.76218748255,,1816,227339.01829923,
,,Gulf of America,1853.02713241241,,1817,121139.868479065,
,,Gulf of America,1907.00892719832,,1818,72377.99052263,
,,Gulf of America,1148.37131123294,,1819,53486.336339335,
,,Gulf of America,3966.57898934471,,1820,573421.29006113,
,,Gulf of America,1549.97318669435,,1821,77380.69838118,
,,Gulf of America,5241.04446919567,,1822,1554501.73078395,
,,East Coast,8919.5187227858,,1823,1439547.86926148,
,,East Coast,1314.77957884014,,1824,66130.40529675,
,,West Coast,1637.92410066663,,1825,99987.325943755,
,,West Coast,26073.5773656753,,1826,7493539.91332418,
,,West Coast,7083.73171093079,,1827,1642193.86023207,
,,West Coast,1601.9920451829,,1828,124523.296452965,
,,West Coast,359.554518255511,,1829,6355.8939131,
,,West Coast,556215.080333673,,1830,152519054.422845,
,,West Coast,2577.76363840207,,1831,325402.85380378,
,,West Coast,2068.7103871708,,1832,248386.816394255,
,,West Coast,993.370160900543,,1833,29649.846175295,
,,East Coast,1361.0549116488,,1834,87731.49982803,
,,East Coast,1806.4201563587,,1835,80820.17287342,
,,East Coast,2736.44532278783,,1836,130243.07913771,
,,East Coast,2791.14405785266,,1837,301733.17458507,
,,East Coast,2410.46140742402,,1838,35344.5009092,
,,East Coast,1921.79677727398,,1839,156754.863537605,
,,East Coast,3333.33579452201,,1840,341542.11765354,
,,East Coast,2073.33244764563,,1841,145407.835008755,
,,East Coast,1547.56891765573,,1842,78701.28541427,
,,East Coast,2086.6997660113,,1843,222081.030009395,
,,East Coast,1681.0147837744,,1844,128717.66633863,
,,East Coast,5860.01921172353,,1845,433683.377463605,
,,East Coast,2269.90006293677,,1846,110227.36409642,
,,East Coast,1453.77120972451,,1847,115807.34231549,
,,East Coast,1871.72267732884,,1848,92785.396189525,
,,East Coast,1743.86134521938,,1849,76865.048713335,
,,East Coast,2210.95699638086,,1850,215593.4511148,
,,East Coast,2017.25801829204,,1851,179641.83296544,
,,East Coast,3902.66624978167,,1852,471775.15270413,
,,Caribbean,10269.2772048854,,1853,2567715.37103591,
,,Caribbean,1304.13374484254,,1854,44284.15788936,
,,Caribbean,24397.1910514074,,1855,7015526.03510906,
,,Gulf of America,9673.59534729901,,1856,3264990.71568282,
,,Gulf of America,9150.8516649295,,1857,1385127.56685157,
,,Gulf of America,1877.71382312995,,1858,176113.586312075,
,,Gulf of America,13551.8302755142,,1859,3431138.42812619,
,,Gulf of America,3092.4012302118,,1860,307671.638789325,
,,West Coast,73938.0023268359,,1861,12972826.1771862,
,,West Coast,39110.3758727187,,1862,8342045.93679482,
,,West Coast,8756.02171922018,,1863,1641023.31850117,
,,West Coast,9482.93830322898,,1864,2547980.36855495,
,,West Coast,12558.3636732111,,1865,1575025.58338599,
,,West Coast,7652.03348200241,,1866,934416.98687846,
,,East Coast,2327.91985049815,,1867,188369.25177836,
,,Great Lakes,2536.55409714333,,1868,245282.52756725,
,,Great Lakes,1757.84631762172,,1869,79813.84285578,
,,Great Lakes,15698.5412279314,,1870,3272257.37748259,
,,Great Lakes,4214.8132449528,,1871,969485.56885837,
,,Great Lakes,7560.32479224568,,1872,849590.55999214,
,,Caribbean,2975.84084761492,,1873,260751.34396005,
,,Caribbean,1394.28978420913,,1874,64153.472143655,
,,Caribbean,2397.33566129836,,1875,234366.923570275,
,,Caribbean,23968.1516347634,,1876,4217273.5346576,
,,Caribbean,1913.8272907922,,1877,165129.634839585,
,,Caribbean,290.819560662439,,1878,2190.058021185,
,,Caribbean,1310.42727791673,,1879,71400.747804885,
,,Caribbean,48078.9449048528,,1880,24080985.2799361,
,,Gulf of America,3817.60805661214,,1881,746334.706819775,
,,Gulf of America,2956.15294790727,,1882,221239.21122992,
,,Gulf of America,3246.63048708881,,1883,490454.081034005,
,,West Coast,737.168778991714,,1884,29466.36090694,
,,West Coast,1333.80462093575,,1885,48062.76280807,
,,West Coast,2031.29542080967,,1886,58022.10256154,
,,West Coast,1085.94803531935,,1887,38942.958963575,
,,West Coast,1453.63005553412,,1888,56055.270801805,
,,West Coast,3782.04665522516,,1889,187946.856488905,
,,West Coast,1006.27697441075,,1890,43238.67661626,
,,West Coast,6124.82596891425,,1891,1143513.25451849,
,,Great Lakes,2423.24651160634,,1892,228326.232433715,
,,Great Lakes,6217.60701374728,,1893,453418.87811651,
,,West Coast,13063.3282820667,,1894,2344558.36234206,
,,West Coast,3871.24627102875,,1895,167920.3131552,
,,West Coast,4315.47899980114,,1896,180149.62569912,
,,Caribbean,33769.6584133151,,1897,5302323.02236492,
,,Caribbean,5126.1248260791,,1898,605838.534165695,
,,Gulf of America,18455.5867576412,,1899,4218301.54607233,
,,Gulf of America,1858.92891614279,,1900,39028.234833605,
,,Gulf of America,321.557789623686,,1901,5607.01925235,
,,Gulf of America,1126.30051353534,,1902,52535.175166305,
,,Gulf of America,1158.53314295569,,1903,38536.752952085,
,,Gulf of America,571.164962122007,,1904,14517.9282639,
,,West Coast,3000.07968736025,,1905,428504.620843835,
,,West Coast,2850.56178530272,,1906,249703.319430065,
,,West Coast,6251.23336911505,,1907,1903761.1859716,
,,West Coast,1850.45028643694,,1908,179686.07663253,
,,West Coast,2268.02733115014,,1909,112158.594022275,
,,West Coast,57836.2765308172,,1910,12602129.3703617,Abandoned
,,West Coast,1265.6353895532,,1911,71250.11953647,
,,West Coast,2838.26931601591,,1912,336326.754952555,
,,West Coast,1558.4076339951,,1913,24146.373046735,
,,West Coast,2940.03507797657,,1914,285269.259376355,
,,West Coast,1754.43625574632,,1915,86008.86431824,
,,East Coast,224279.937733101,,1916,258552406.426149,
,,East Coast,5882.16659777335,,1917,250949.467441245,
,,East Coast,2230.68289041669,,1918,63642.66285813,
,,East Coast,3865.87640614485,,1919,401732.43294733,
,,East Coast,2256.31620579259,,1920,143617.61202857,
,,East Coast,96113.7078711403,,1921,23247558.8277752,
,,East Coast,27867.3876915056,,1922,9270927.30029134,
,,East Coast,10913.0475141222,,1923,2011155.36685832,
,,East Coast,2791.89221115048,,1924,368742.115963835,
,,Gulf of America,2491.56829713456,,1925,80550.415152245,
,,Gulf of America,782.088005199551,,1926,34131.86903635,
,,Gulf of America,1654.7692264522,,1927,37321.61370325,
,,Gulf of America,2759.90734294506,,1928,143037.785127725,
,,Gulf of America,1198.28339296216,,1929,31681.19795063,
,,Gulf of America,1902.23794037302,,1930,105775.464874725,
,,Gulf of America,1348.8610944766,,1931,72082.63204901,
,,West Coast,26288.9791298999,,1932,12020962.2426234,
,,West Coast,1754.46610652466,,1933,184234.929905485,
,,West Coast,34661.8370736753,,1934,5403303.71323907,
,,West Coast,1820.53523558124,,1935,103824.337245385,
,,West Coast,5157.13721550161,,1936,573390.77192692,
,,West Coast,15331.7189869984,,1937,1797728.13195802,
,,West Coast,34081.9804309982,,1938,15531580.2875408,
,,West Coast,9892.52926049416,,1939,1317123.69840267,
,,West Coast,9572.76284964815,,1940,1302997.88719172,
,,West Coast,2932.38802114047,,1941,446358.20983885,
,,West Coast,4841.04080174436,,1942,1194102.90338155,
,,West Coast,547.791776123613,,1943,10373.8616177,
,,East Coast,3937.25915859003,,1944,547698.93844212,
,,East Coast,4625.9659271202,,1945,300756.15979622,Abandoned
,,East Coast,1132.77640753698,,1946,71059.894266555,
,,East Coast,5374.73149567996,,1947,566201.585941575,
,,East Coast,2641.04750245382,,1948,297681.49776411,
,,East Coast,4621.92678319499,,1949,704213.16638318,
,,East Coast,5312.60799048898,,1950,726027.882937435,
,,East Coast,989.206843789916,,1951,40776.45483026,
,,East Coast,1914.61697602846,,1952,80956.097406475,
,,East Coast,1175.8088719917,,1953,43732.153156565,
,,East Coast,3018.57990796942,,1954,307693.89281977,
,,East Coast,2808.11671098797,,1955,449325.38841929,
,,East Coast,3329.95498272142,,1956,461173.39742616,
,,East Coast,1850.7559598405,,1957,121311.618574135,
,,East Coast,1794.84053852179,,1958,170756.405178415,
,,East Coast,2073.65068856661,,1959,186945.324681605,
,,East Coast,3050.76783644944,,1960,415510.92822436,
,,East Coast,6858.79798015869,,1961,695581.45899141,
,,East Coast,8347.949592754,,1962,889740.074617835,
,,East Coast,32241.2827050283,,1963,7598915.06045111,
,,East Coast,2540.51132604134,,1964,227759.791809405,
,,East Coast,5824.18702179853,,1965,1034095.58340153,
,,East Coast,2126.75436270282,,1966,131272.408675635,
,,East Coast,4668.37935980642,,1967,814642.94635706,
,,East Coast,2038.70266171728,,1968,231991.9947713,
,,East Coast,300.355670965177,,1969,4461.213053805,
,,East Coast,16859.2747435624,,1970,3475286.45945744,
,,East Coast,183392.77259422,,1971,33418092.1876402,
,,East Coast,18453.9582111954,,1972,6366161.27386609,
,,East Coast,3503.88165580305,,1973,341712.216798085,
,,East Coast,1544.19942935147,,1974,86973.727416845,
,,East Coast,6161.46362345688,,1975,467532.71862164,
,,East Coast,1147.47633976205,,1976,32347.469838305,
,,East Coast,5613.2823072739,,1977,552390.13995801,
,,East Coast,859.037247401484,,1978,23661.025324675,
,,East Coast,4563.26604109423,,1979,259313.871742245,
,,East Coast,912.225244596067,,1980,29018.775925485,
,,East Coast,2505.65747226497,,1981,179381.44089334,
New York Power Authority,Long Island Sound Cable,East Coast,35201.6794140236,Y-49,1982,16382144.2150344,In Service
,,East Coast,262.679252044728,,1983,3719.867845865,
,,East Coast,5640.31291637584,,1984,1045444.09327746,
,,East Coast,620.082503300527,,1985,22181.235178145,
,,East Coast,4276.37032882691,,1986,221002.10290261,
,,East Coast,4159.35611316952,,1987,416745.19650757,
,,East Coast,2920.70899636242,,1988,357867.82550329,
,,East Coast,2877.99168262327,,1989,483726.75439779,
,,East Coast,10271.9816180689,,1990,1891707.59091332,
,,East Coast,9622.01434433464,,1991,1709233.02451833,
,,East Coast,3846.59679564213,,1992,595247.627159185,
,,East Coast,738.412485871978,,1993,20961.69713555,
,,East Coast,1965.99219759425,,1994,210140.39537914,
,,East Coast,1791.08617177702,,1995,209450.90711932,
,,East Coast,23191.7163268473,,1996,4588733.93150624,
,,East Coast,24250.3725633976,,1997,5026744.35525498,
,,East Coast,4089.41950807071,,1998,613696.30786718,
,,East Coast,1786.98032545535,,1999,128667.03694093,
,,East Coast,1624.79863512599,,2000,79760.964321645,
,,East Coast,1587.79791153413,,2001,24353.978948945,
,,East Coast,3168.24442794658,,2002,294920.21888131,
,,East Coast,2183.39676398103,,2003,254207.40049872,
,,East Coast,1635.22658314906,,2004,129373.33902161,
,,East Coast,1872.24748915912,,2005,102490.728022905,
,,East Coast,423.585034618131,,2006,10694.33594847,
,,East Coast,3967.08737186572,,2007,361357.72844789,
,,East Coast,2747.95300486305,,2008,177169.117773355,
,,East Coast,2362.87072773847,,2009,88294.40013144,
,,East Coast,926.938767989841,,2010,34961.18145223,
,,East Coast,2612.78092295166,,2011,278900.958595385,
,,East Coast,383.483697638787,,2012,8307.86810123,
,,East Coast,696.388408465047,,2013,21096.346315795,
,,East Coast,2009.91612607982,,2014,195641.43481349,
,,East Coast,1520.76823264119,,2015,49344.810847455,
,,East Coast,348.147903755119,,2016,7595.46979029,
,,East Coast,1223.02766363885,,2017,49121.90348072,
,,East Coast,886.819366900414,,2018,38228.12962674,
,,East Coast,7845.08511400121,,2019,560027.85115794,
,,East Coast,4683.74216716329,,2020,728292.34894777,
,,East Coast,494.815576595047,,2021,9525.23762069,
,,East Coast,2646.56975482462,,2022,197425.3714179,
,,East Coast,4287.05818304619,,2023,270858.004572935,
,,East Coast,10246.7319123019,,2024,1872685.90974267,
,,East Coast,18509.0950897937,,2025,3484801.07349439,Abandoned
,,East Coast,29734.0349965054,,2026,5836218.7108371,
,,East Coast,1936.19741364153,,2027,117719.60907768,
,,East Coast,3821.86062216284,,2028,613790.28219002,
,,East Coast,4146.88991697112,,2029,639474.576410325,
,,East Coast,10077.9219846368,,2030,1852736.56325351,
,,East Coast,3584.77554101094,,2031,234160.94919094,
,,East Coast,2025.11031383792,,2032,217100.61623389,
,,East Coast,45625.5164625235,,2033,9171198.69715964,
,,East Coast,2442.75367625696,,2034,179558.48485269,
,,East Coast,3394.17919050573,,2035,184816.04117906,
,,East Coast,1428.16271973534,,2036,54559.817748585,
,,East Coast,1139.62697760754,,2037,72691.324081625,
,,East Coast,1057.52083422986,,2038,41739.287702965,
,,East Coast,2014.75984073252,,2039,201656.451933035,
,,East Coast,8339.56804503659,,2040,455341.321575165,
,,East Coast,1428.06030648213,,2041,120657.78038355,
,,East Coast,1787.69811674457,,2042,114883.779332935,
,,East Coast,1054.10602345915,,2043,38675.50330931,
,,East Coast,1298.10425424298,,2044,94679.298122465,
,,East Coast,3876.41893221265,,2045,135682.015068945,
,,East Coast,342.031833962637,,2046,4119.25166097,
,,East Coast,1774.8595054606,,2047,105875.927095675,
,,East Coast,1534.91366892148,,2048,65104.1057201,
,,East Coast,5135.5181724087,,2049,851547.91806583,
,,East Coast,1709.13259086246,,2050,105905.48960892,
,,East Coast,4932.03046886547,,2051,522405.710654865,
,,East Coast,1635.84119492107,,2052,54928.589689065,
,,East Coast,1094.7214272708,,2053,60661.0572008,
,,East Coast,842.33471477907,,2054,18807.68457128,
,,East Coast,140846.158711868,,2055,35207818.7388402,
,,East Coast,5769.08514901644,,2056,818276.445649645,
,,East Coast,1700.19851181451,,2057,164187.505745655,
,,East Coast,1592.25449171612,,2058,154183.077702695,
,,East Coast,4178.56472369102,,2059,189698.403559765,
,,East Coast,6463.46699213778,,2060,678009.294097735,
,,East Coast,4523.3929478079,,2061,564186.613077315,
,,East Coast,3216.75094804462,,2062,442328.12554569,
,,East Coast,3659.27275278437,,2063,419726.97891037,
,,East Coast,6382.82512333159,,2064,1333788.39226791,
,,East Coast,6772.26887019425,,2065,837665.76898756,
,,East Coast,2367.16119774279,,2066,243674.36129436,
,,East Coast,3810.49691549465,,2067,501020.828692615,
,,East Coast,2295.77536302287,,2068,127690.521544975,
,,East Coast,2389.19890183424,,2069,275772.99714732,
,,East Coast,394.185951803647,,2070,9156.03521842,
,,East Coast,12572.9815508649,,2071,2264484.60225736,
,,East Coast,4808.96509178715,,2072,280669.658423915,
,,East Coast,3575.28640252382,,2073,340867.92619868,
,,East Coast,839.05350846522,,2074,22290.482311075,
,,East Coast,696.961762641249,,2075,19605.834396,
,,East Coast,7547.32261743423,,2076,1030226.88716881,
,,East Coast,3720.07396951662,,2077,446545.59305259,
,,East Coast,2790.06087339787,,2078,152059.2239165,
,,East Coast,1782.97896705102,,2079,143551.62151637,
,,East Coast,1793.39492943288,,2080,127796.64181021,
,,East Coast,3913.15994345789,,2081,523725.98862173,
,,East Coast,2390.43470963312,,2082,127515.24833643,
,,East Coast,2451.39111216326,,2083,194345.998482625,
,,East Coast,2110.60962144216,,2084,120212.810217105,
,,East Coast,1223.88854471427,,2085,78561.256421265,
,,East Coast,7587.17074572759,,2086,1101597.46649268,
,,East Coast,14936.0214408357,,2087,3206457.04708141,
,,East Coast,2595.93754060022,,2088,148876.249831985,
,,East Coast,1232.06545956164,,2089,74533.75163254,
,,East Coast,1467.47910477241,,2090,82846.42390979,
,,East Coast,2463.90701522066,,2091,165523.32734457,
,,East Coast,1914.09589820326,,2092,88763.707577375,
,,East Coast,19516.4303948536,,2093,2170668.82033433,
,,East Coast,5148.6552304539,,2094,518292.788555665,
,,East Coast,1808.19726963812,,2095,165973.74522366,
,,East Coast,25717.1371847076,,2096,5660547.20149713,
,,East Coast,1239.39914090167,,2097,76668.053320835,
,,East Coast,12917.4272124047,,2098,2591905.616348,
,,East Coast,1767.83300992518,,2099,143397.448402575,
,,East Coast,4557.49480346696,,2100,708342.428477745,
,,East Coast,172.800889574201,,2101,1815.02516908,
,,East Coast,2562.00848246384,,2102,109662.464793275,
,,East Coast,1859.00739036533,,2103,63064.66412738,
,,East Coast,3653.08055938825,,2104,355281.73037953,
,,East Coast,5919.86983285343,,2105,843292.417804185,
,,East Coast,1370.82506302481,,2106,65221.26363076,
,,East Coast,3740.84918188957,,2107,587290.481392105,
,,East Coast,1858.76483883611,,2108,114554.5614746,
,,East Coast,10206.4321232461,,2109,4038534.99249015,
,,East Coast,4794.67305081395,,2110,701123.63367262,
,,East Coast,3493.86586420497,,2111,128826.798461625,
,,East Coast,2407.79889787607,,2112,328768.1066204,
,,East Coast,3842.26309712021,,2113,269813.249811505,
,,East Coast,4093.98931354541,,2114,337572.430836275,
,,Great Lakes,8574.74528701766,,2115,1039754.18656462,
,,East Coast,38864.9068307839,,2116,7208425.70830826,
,,East Coast,5669.905702356,,2117,1126358.9388455,
,,East Coast,17017.7044994585,,2118,2725149.80009262,
,,East Coast,247.608490045198,,2119,856.590888295,
,,East Coast,5496.29397542048,,2120,965280.004357105,
,,East Coast,2767.93621313748,,2121,239075.662808385,
,,East Coast,2130.17299453511,,2122,200287.946628,
,,East Coast,4039.81591734118,,2123,644614.517976895,Abandoned
,,East Coast,3243.44730981551,,2124,320412.57241241,
,,East Coast,30990.8194350715,,2125,6526440.17719604,
,,East Coast,150154.42468763,,2126,112561422.476686,
,,East Coast,1594.88165707099,,2127,124149.541136515,
,,East Coast,1448.69810191355,,2128,107403.02493172,
,,East Coast,14783.1077328238,,2129,3492298.91017168,
,,East Coast,2274.73419024748,,2130,233370.255956315,
,,East Coast,14114.4967181903,,2131,3234612.55545944,
,,East Coast,8884.51883970455,,2132,2071156.69327455,
,,East Coast,1948.08871692304,,2133,199039.415071905,
,,East Coast,4495.0320576797,,2134,811594.821110795,
,,East Coast,6019.14147883614,,2135,968144.051678505,
,,East Coast,4195.26677197456,,2136,401521.46671562,
,,East Coast,3646.08646536825,,2137,275505.23647309,
,,East Coast,3614.53076222562,,2138,512210.245145755,
,,East Coast,6099.38997184206,,2139,1044180.58073742,
,,East Coast,7170.03367219567,,2140,1248565.34829169,Abandoned
,,East Coast,10132.1378286376,,2141,1530701.40569086,
,,East Coast,41212.4670651472,,2142,9341893.2955755,
,,Great Lakes,1145.63254674744,,2143,71567.226007655,
,,Great Lakes,2904.59367186547,,2144,345403.196493395,
,,Great Lakes,1240.64012764552,,2145,49054.24651389,
,,East Coast,7523.12362001834,,2146,749716.577790115,
,,East Coast,33467.619339744,,2147,11806942.6456677,
,,East Coast,3896.05475403131,,2148,419297.810182525,
,,East Coast,1162.11806438728,,2149,64460.765041335,
,,East Coast,1698.37503559353,,2150,83196.06291386,
,,East Coast,104.058994218851,,2151,490.7541,
,,East Coast,1707.12530354426,,2152,84520.97514102,
,,East Coast,995.726211491276,,2153,49048.02075057,
,,East Coast,3001.98270826059,,2154,257587.48523468,
,,East Coast,2914.78590889815,,2155,176119.18988194,
,,East Coast,2138.68690951216,,2156,109759.43412483,
,,East Coast,3257.19015892952,,2157,320842.16679625,
,,East Coast,2731.85604926999,,2158,199830.097838455,
,,East Coast,3853.24081928414,,2159,360361.26533661,
,,East Coast,2953.7778947495,,2160,179385.59791442,
,,East Coast,4216.0996853577,,2161,434114.58891197,
,,East Coast,1900.59572867457,,2162,198999.240088825,
,,East Coast,1849.84383843979,,2163,113699.378684965,
,,East Coast,15174.1205027322,,2164,3070732.67984296,
,,East Coast,14027.4345660196,,2165,2553642.77443204,
,,East Coast,3012.87516618615,,2166,262322.10643328,
,,East Coast,4722.04928999939,,2167,815858.712468505,
,,East Coast,50206.9474943066,,2168,60852391.3396041,
,,East Coast,3893.99768773679,,2169,363124.540311785,
